Key,Item Type,Publication Year,authors,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,keywords,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
F3QEEWFX,journalArticle,2015,"Lay-Yee, Roy; Milne, Barry; Davis, Peter; Pearson, Janet; McLay, Jessica",Determinants and disparities: A simulation approach to the case of child health care,Social Science & Medicine,,2779536,10.1016/j.socscimed.2015.01.025,https://linkinghub.elsevier.com/retrieve/pii/S0277953615000519,,2015-03,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,202-211,,,128,,Social Science & Medicine,Determinants and disparities,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X37GP9A5,journalArticle,2015,"Godsoe, William; Murray, Rua; Plank, Michael J.",Information on Biotic Interactions Improves Transferability of Distribution Models,The American Naturalist,,"0003-0147, 1537-5323",10.1086/679440,https://www.journals.uchicago.edu/doi/10.1086/679440,,2015-02,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,281-290,,2,185,,The American Naturalist,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLTHX4K9,journalArticle,2015,"Croisier, Huguette; Tan, Xiahui; Chen, Jun; Sneyd, James; Sanderson, Michael J.; Brook, Bindi S.",Ryanodine Receptor Sensitization Results in Abnormal Calcium Signaling in Airway Smooth Muscle Cells,American Journal of Respiratory Cell and Molecular Biology,,"1044-1549, 1535-4989",10.1165/rcmb.2014-0386OC,http://www.atsjournals.org/doi/10.1165/rcmb.2014-0386OC,,2015-11,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,703-711,,5,53,,Am J Respir Cell Mol Biol,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPF5963N,journalArticle,2015,"Aslanyan, Grigor; Easther, Richard; Price, Layne C.",Learn-as-you-go acceleration of cosmological parameter estimates,Journal of Cosmology and Astroparticle Physics,,1475-7516,10.1088/1475-7516/2015/09/005,https://iopscience.iop.org/article/10.1088/1475-7516/2015/09/005,,1/09/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,005-005,,9,2015,,J. Cosmol. Astropart. Phys.,,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\I9U4AL6E\Aslanyan et al. - 2015 - Learn-as-you-go acceleration of cosmological param.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7ZAFGH3,journalArticle,2015,"Salmon, Ra; Priestley, Rk",A future for public engagement with science in New Zealand,Journal of the Royal Society of New Zealand,,"0303-6758, 1175-8899",10.1080/03036758.2015.1023320,http://www.tandfonline.com/doi/full/10.1080/03036758.2015.1023320,,3/04/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,101-107,,2,45,,Journal of the Royal Society of New Zealand,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYGC6WHK,journalArticle,2015,"Framil Carpeño, David; Ohmura, Takahito; Zhang, Ling; Leveneur, Jérôme; Dickinson, Michelle; Seal, Christopher; Kennedy, John; Hyland, Margaret","Nanomechanical and in situ TEM characterization of boron carbide thin films on helium implanted substrates: Delamination, real-time cracking and substrate buckling",Materials Science and Engineering: A,,9215093,10.1016/j.msea.2015.04.073,https://linkinghub.elsevier.com/retrieve/pii/S0921509315004803,,2015-07,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,54-64,,,639,,Materials Science and Engineering: A,Nanomechanical and in situ TEM characterization of boron carbide thin films on helium implanted substrates,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZQWU4E4,journalArticle,2015,"Binny, Rachelle N.; Plank, Michael J.; James, Alex",Spatial moment dynamics for collective cell movement incorporating a neighbour-dependent directional bias,Journal of The Royal Society Interface,,"1742-5689, 1742-5662",10.1098/rsif.2015.0228,https://royalsocietypublishing.org/doi/10.1098/rsif.2015.0228,"The ability of cells to undergo collective movement plays a fundamental role in tissue repair, development and cancer. Interactions occurring at the level of individual cells may lead to the development of spatial structure which will affect the dynamics of migrating cells at a population level. Models that try to predict population-level behaviour often take a mean-field approach, which assumes that individuals interact with one another in proportion to their average density and ignores the presence of any small-scale spatial structure. In this work, we develop a lattice-free individual-based model (IBM) that uses random walk theory to model the stochastic interactions occurring at the scale of individual migrating cells. We incorporate a mechanism for local directional bias such that an individual's direction of movement is dependent on the degree of cell crowding in its neighbourhood. As an alternative to the mean-field approach, we also employ spatial moment theory to develop a population-level model which accounts for spatial structure and predicts how these individual-level interactions propagate to the scale of the whole population. The IBM is used to derive an equation for dynamics of the second spatial moment (the average density of pairs of cells) which incorporates the neighbour-dependent directional bias, and we solve this numerically for a spatially homogeneous case.",2015-05,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,20150228,,106,12,,J. R. Soc. Interface.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\WHKL4C6B\Binny et al. - 2015 - Spatial moment dynamics for collective cell moveme.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V84PJ724,journalArticle,2015,"Byrom, Andrea E.; Anderson, Dean P.; Coleman, Morgan; Thomson, Caroline; Cross, Martin L.; Pech, Roger P.",Assessing Movements of Brushtail Possums (Trichosurus vulpecula) in Relation to Depopulated Buffer Zones for the Management of Wildlife Tuberculosis in New Zealand,PLOS ONE,,1932-6203,10.1371/journal.pone.0145636,https://dx.plos.org/10.1371/journal.pone.0145636,,21/12/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,e0145636,,12,10,,PLoS ONE,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\HBQNXA5W\Byrom et al. - 2015 - Assessing Movements of Brushtail Possums (Trichosu.pdf,,,,"Cameron, Elissa Z.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVTX8FFF,journalArticle,2015,"Chen, Xingjiang; Sneyd, James",A Computational Model of the Dendron of the GnRH Neuron,Bulletin of Mathematical Biology,,"0092-8240, 1522-9602",10.1007/s11538-014-0052-6,http://link.springer.com/10.1007/s11538-014-0052-6,,2015-06,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,904-926,,6,77,,Bull Math Biol,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399BIKNX,journalArticle,2015,"Apatov, Eyal; Fabling, Richard; Jaffe, Adam B.; Morris, Michele; Thirkettle, Matt",Agricultural Productivity in New Zealand: First Estimates from the Longitudinal Business Database,SSRN Electronic Journal,,1556-5068,10.2139/ssrn.2660522,http://www.ssrn.com/abstract=2660522,,2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,,,,,,SSRN Journal,Agricultural Productivity in New Zealand,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\I6LEYNK8\Apatov et al. - 2015 - Agricultural Productivity in New Zealand First Es.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XU4D2BMF,journalArticle,2015,"Jones, Benjamin D.; Ladefoged, Thegn N.; Asner, Gregory","Tracing the resilience and revitalisation of historic taro troduction in Waipi‘o Valley, Hawai‘i",Journal of the Polynesian Society,,324000,10.15286/jps.124.1.83-109,http://thepolynesiansociety.org/jps/index.php/JPS/article/view/154,,2015-03,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,83-109,,1,124,,jps,,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\GS2HKVP3\Jones et al. - 2015 - Tracing the resilience and revitalisation of histo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHGJ7XTS,journalArticle,2015,"Plank, Michael J.; Law, Richard",Spatial Point Processes and Moment Dynamics in the Life Sciences: A Parsimonious Derivation and Some Extensions,Bulletin of Mathematical Biology,,"0092-8240, 1522-9602",10.1007/s11538-014-0018-8,http://link.springer.com/10.1007/s11538-014-0018-8,,2015-04,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,586-613,,4,77,,Bull Math Biol,Spatial Point Processes and Moment Dynamics in the Life Sciences,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\N3U73Q6X\Plank and Law - 2015 - Spatial Point Processes and Moment Dynamics in the.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8VXMXRY,journalArticle,2016,"Hanley, Nick; Oxley, Les; Greasley, David; McLaughlin, Eoin; Blum, Matthias",Empirical Testing of Genuine Savings as an Indicator of Weak Sustainability: A Three-Country Analysis of Long-Run Trends,Environmental and Resource Economics,,"0924-6460, 1573-1502",10.1007/s10640-015-9928-7,http://link.springer.com/10.1007/s10640-015-9928-7,,2016-02,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,313-338,,2,63,,Environ Resource Econ,Empirical Testing of Genuine Savings as an Indicator of Weak Sustainability,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\MJETGR2T\Hanley et al. - 2016 - Empirical Testing of Genuine Savings as an Indicat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW35HYTF,journalArticle,2015,"Godsoe, William; Murray, Rua; Plank, Michael J.","The effect of competition on species' distributions depends on coexistence, rather than scale alone",Ecography,,9067590,10.1111/ecog.01134,https://onlinelibrary.wiley.com/doi/10.1111/ecog.01134,,2015-11,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,1071-1079,,11,38,,Ecography,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKPZBTJR,journalArticle,2015,"Law, Richard; Kolding, Jeppe; Plank, Michael J",Squaring the circle: reconciling fishing and conservation of aquatic ecosystems,Fish and Fisheries,,14672960,10.1111/faf.12056,https://onlinelibrary.wiley.com/doi/10.1111/faf.12056,,2015-03,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,160-174,,1,16,,Fish Fish,Squaring the circle,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LN5P7VGB,journalArticle,2015,"Droste, Stephanie; Splettstoesser, Janine; Governale, Michele",Finite-frequency noise in a quantum dot with normal and superconducting leads,Physical Review B,,"1098-0121, 1550-235X",10.1103/PhysRevB.91.125401,https://link.aps.org/doi/10.1103/PhysRevB.91.125401,,2/03/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,125401,,12,91,,Phys. Rev. B,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\7CB8BK5U\Droste et al. - 2015 - Finite-frequency noise in a quantum dot with norma.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S7PNNT3S,journalArticle,2015,"Auger‐Méthé, Marie; Derocher, Andrew E.; Plank, Michael J.; Codling, Edward A.; Lewis, Mark A.",Differentiating the Lévy walk from a composite correlated random walk,Methods in Ecology and Evolution,,"2041-210X, 2041-210X",10.1111/2041-210X.12412,https://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12412,,2015-10,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,1179-1189,,10,6,,Methods Ecol Evol,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\FNAHTZLW\Auger‐Méthé et al. - 2015 - Differentiating the Lévy walk from a composite cor.pdf,,,,"Börger, Luca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV5IYB3F,journalArticle,2015,"Doan, Tinh; Maré, David C.; Iyer, Kris",Productivity spillovers from foreign direct investment in New Zealand,New Zealand Economic Papers,,"0077-9954, 1943-4863",10.1080/00779954.2014.945229,http://www.tandfonline.com/doi/full/10.1080/00779954.2014.945229,,2/09/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,249-275,,3,49,,New Zealand Economic Papers,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B93XTXPE,journalArticle,2015,"Inwood, Kris; Oxley, Les; Roberts, Evan","Physical growth and ethnic inequality in New Zealand prisons, 1840–1975",The History of the Family,,"1081-602X, 1873-5398",10.1080/1081602X.2015.1006653,http://www.tandfonline.com/doi/full/10.1080/1081602X.2015.1006653,,3/04/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,249-269,,2,20,,The History of the Family,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\LWCNTG5S\Inwood et al. - 2015 - Physical growth and ethnic inequality in New Zeala.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM2ZCAHG,journalArticle,2015,"Roudier, Pierre; Ritchie, Alistair; Hedley, Carolyn; Medyckyj-Scott, David",The rise of information science: a changing landscape for soil science,IOP Conference Series: Earth and Environmental Science,,"1755-1307, 1755-1315",10.1088/1755-1315/25/1/012023,https://iopscience.iop.org/article/10.1088/1755-1315/25/1/012023,,17/07/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,12023,,,25,,IOP Conf. Ser.: Earth Environ. Sci.,The rise of information science,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\7UAYDS8T\Roudier et al. - 2015 - The rise of information science a changing landsc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M5X5XIH3,journalArticle,2015,"Craine, Joseph M.; Elmore, Andrew J.; Wang, Lixin; Augusto, Laurent; Baisden, W. Troy; Brookshire, E. N. J.; Cramer, Michael D.; Hasselquist, Niles J.; Hobbie, Erik A.; Kahmen, Ansgar; Koba, Keisuke; Kranabetter, J. Marty; Mack, Michelle C.; Marin-Spiotta, Erika; Mayor, Jordan R.; McLauchlan, Kendra K.; Michelsen, Anders; Nardoto, Gabriela B.; Oliveira, Rafael S.; Perakis, Steven S.; Peri, Pablo L.; Quesada, Carlos A.; Richter, Andreas; Schipper, Louis A.; Stevenson, Bryan A.; Turner, Benjamin L.; Viani, Ricardo A. G.; Wanek, Wolfgang; Zeller, Bernd",Convergence of soil nitrogen isotopes across global climate gradients,Scientific Reports,,2045-2322,10.1038/srep08280,http://www.nature.com/articles/srep08280,,2015-07,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,8280,,1,5,,Sci Rep,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\4V64QYAR\Craine et al. - 2015 - Convergence of soil nitrogen isotopes across globa.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C75VCAKI,journalArticle,2015,"Stevenson, Christopher M.; Puleston, Cedric O.; Vitousek, Peter M.; Chadwick, Oliver A.; Haoa, Sonia; Ladefoged, Thegn N.",Variation in Rapa Nui (Easter Island) land use indicates production and population peaks prior to European contact,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.1420712112,https://pnas.org/doi/full/10.1073/pnas.1420712112,"Significance             Our paper evaluates a long-standing debate and examines whether the prehistoric population of Rapa Nui experienced a significant demographic collapse prior to European contact in AD 1722. We have used dates from hydrated obsidian artifacts recovered from habitation sites as a proxy for land use over time. The analysis suggests region-specific dynamics that include the abandonment of leeward and interior locations. These temporal land-use patterns correlate with rainfall variation and soil quality. This analysis demonstrates that the concept of “collapse” is a misleading characterization of prehistoric human population dynamics. As a result, we see our approach as useful in the study of other prehistoric societies for which a sudden demographic collapse has been proposed in prehistory.           ,              Many researchers believe that prehistoric Rapa Nui society collapsed because of centuries of unchecked population growth within a fragile environment. Recently, the notion of societal collapse has been questioned with the suggestion that extreme societal and demographic change occurred only after European contact in AD 1722. Establishing the veracity of demographic dynamics has been hindered by the lack of empirical evidence and the inability to establish a precise chronological framework. We use chronometric dates from hydrated obsidian artifacts recovered from habitation sites in regional study areas to evaluate regional land-use within Rapa Nui. The analysis suggests region-specific dynamics including precontact land use decline in some near-coastal and upland areas and postcontact increases and subsequent declines in other coastal locations. These temporal land-use patterns correlate with rainfall variation and soil quality, with poorer environmental locations declining earlier. This analysis confirms that the intensity of land use decreased substantially in some areas of the island before European contact.",27/01/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,1025-1030,,4,112,,Proc. Natl. Acad. Sci. U.S.A.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\AIXHVP2U\Stevenson et al. - 2015 - Variation in Rapa Nui (Easter Island) land use ind.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XQRLMW6,journalArticle,2015,"Al-Shannaq, Refat; Kurdi, Jamal; Al-Muhtaseb, Shaheen; Dickinson, Michelle; Farid, Mohammed",Supercooling elimination of phase change materials (PCMs) microcapsules,Energy,,3605442,10.1016/j.energy.2015.05.033,https://linkinghub.elsevier.com/retrieve/pii/S0360544215006143,,2015-07,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,654-662,,,87,,Energy,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53RPABBT,journalArticle,2015,"de Matos, Vitor L.; Philpott, Andy B.; Finardi, Erlon C.",Improving the performance of Stochastic Dual Dynamic Programming,Journal of Computational and Applied Mathematics,,3770427,10.1016/j.cam.2015.04.048,https://linkinghub.elsevier.com/retrieve/pii/S0377042715002794,,2015-12,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,196-208,,,290,,Journal of Computational and Applied Mathematics,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\QRW5QFIP\de Matos et al. - 2015 - Improving the performance of Stochastic Dual Dynam.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JI9XKUTH,journalArticle,2015,"Chaudhary, Omer Javed; Calius, Emilio P.; Kennedy, John V.; Dickinson, Michelle; Loho, Thomas; Travas-Sejdic, Jadranka",Bioinspired dry adhesive: Poly(dimethylsiloxane) grafted with poly(2-ethylhexyl acrylate) brushes,European Polymer Journal,,143057,10.1016/j.eurpolymj.2015.05.016,https://linkinghub.elsevier.com/retrieve/pii/S0014305715002803,,2015-07,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,432-440,,,68,,European Polymer Journal,Bioinspired dry adhesive,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TZZCMFS,journalArticle,2015,"Sharp, Katie; Crampin, Edmund; Sneyd, James",A spatial model of fluid recycling in the airways of the lung,Journal of Theoretical Biology,,225193,10.1016/j.jtbi.2015.06.050,https://linkinghub.elsevier.com/retrieve/pii/S002251931500329X,,2015-10,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,198-215,,,382,,Journal of Theoretical Biology,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE6RZQ34,journalArticle,2015,"Jaffe, Adam B.",Science and innovation in small countries: speculation and research agenda,Asia-Pacific Journal of Accounting & Economics,,"1608-1625, 2164-2257",10.1080/16081625.2015.1010267,http://www.tandfonline.com/doi/abs/10.1080/16081625.2015.1010267,,2/01/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,4-Dec,,1,22,,Asia-Pacific Journal of Accounting & Economics,Science and innovation in small countries,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLNCLJKR,journalArticle,2016,"Milne, Barry; Lay-Yee, R.; McLay, J.M.; Pearson, J.; von Randow, Martin; Davis, Peter",Modelling the Early life-course (MELC): A Microsimulation Model of Child Development in New Zealand,International Journal of Microsimulation,,,10.34196/ijm.00116,,"To understand the factors upon which policies can be devised to improve the lives of children and young people, we have developed a dynamic discrete-time micro-simulation model called Modelling the early life-courser (MELC). MELC models child development from birth through to age 13, encompassing changes in material and family circumstances, family functioning and early education. MELC focusses on three main outcomes: health service use, early literacy, and conduct problems. A synthetic base population (n=10,000) derived from the 2006 New Zealand Census is used, and transitions through the life-course are determined from estimates derived by analysing three New Zealand child cohort studies: the Christchurch Health and Development Study, the Dunedin Multidisciplinary Health and Development Study, and the Pacific Islands Families Study. The model has been validated against New Zealand norms for reading, general practitioner visits and hospital admissions. Three scenarios were demonstrated. First, we tested the impact of a number of putatively important factors on early literacy, and found small effects. Second, we found that halving the prevalence of single parenting reduced the prevalence of conduct problems. Third, we changed a number of material and family factors for Maori, Pacific and low-socio-economic groups to be equal to those for the general population, and found that this produced small improvements in reading, but large reductions in conduct problems for these groups. MELC has been deployed as a user friendly desktop application at a number of New Zealand government agencies, where it can be used to test policy-relevant scenarios.",1/01/2016,22/06/2022 23:46,22/06/2022 23:46,,28-60,,,8,,International Journal of Microsimulation,Modelling the Early life-course (MELC),,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Peter-Davis-4/publication/311927996_Modelling_the_Early_life-course_MELC_A_Microsimulation_Model_of_Child_Development_in_New_Zealand/links/5f2e7677299bf13404adc2a0/Modelling-the-Early-life-course-MELC-A-Microsimulation-Model-of-Child-Development-in-New-Zealand.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLM8SCL9,conferencePaper,2015,"Gupta, Prashant; Gahegan, Mark; Dobbie, Gillian",Adventures of Categories: Modelling the Evolution of Categories During Scientific Investigation,2015 IEEE 11th International Conference on e-Science,,,10.1109/eScience.2015.35,,"Categories are the fundamental components of scientific knowledge and are used in every phase of the scientific process. However, they are often in a state of flux, with new observations, discoveries and changes in our conceptual understanding leading to the birth and death of categories, drift in their identities, as well as merging or splitting. Contemporary research tools rarely support such changes in operationalized categories, neglecting the problem of capturing and utilizing the knowledge lurking behind the process of change. This paper presents a tool – AdvoCate1 – that represents the dynamic nature of categories. It allows category evolution to be modelled, while maintaining a category versioning system that captures all the different versions of a category, along with the process of its exploration and evolution through use. This helps us to better understand and communicate different versions of categories and the reasons and decisions behind any changes they undergo. We demonstrate the usefulness of AdvoCate using examples of category evolution from a land cover mapping exercise.",2015-08,22/06/2022 23:46,22/06/2022 23:46,,1-Nov,,,,,,Adventures of Categories,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\User\Zotero\storage\HVBVCJPW\7304070.html,,,category evolution; category versioning system; Computational modeling; Data models; Databases; Evolution (biology); exploration path; Ontologies; process of science; scientific workflow; Taxonomy; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 IEEE 11th International Conference on e-Science,,,,,,,,,,,,,,,
M5JAP8HD,journalArticle,2015,"Norbury, Grant L.; Pech, Roger P.; Byrom, Andrea E.; Innes, John",Density-impact functions for terrestrial vertebrate pests and indigenous biota: Guidelines for conservation managers,Biological Conservation,,63207,10.1016/j.biocon.2015.07.031,https://linkinghub.elsevier.com/retrieve/pii/S0006320715300380,,2015-11,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,409-420,,,191,,Biological Conservation,Density-impact functions for terrestrial vertebrate pests and indigenous biota,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T37JC57A,journalArticle,2015,"Phillips, Natasha; Ladefoged, Thegn; McPhee, Blair; Asner, Gregory","Location, Location, Location: A viewshed analysis of heiau spatial and temporal relationships in leeward Kohala, Hawai'i",Journal of Pacific Archaeology,,,,,"Late pre-European contact Hawaiian society was agriculturally based with visible religious structures acting to legitimise and reinforce elite control and management of subsistence and surplus production. The dynamic materialization of elite management of agricultural production has been documented in the leeward Kohala field system (LKFS) by analysing the spatial distribution of agricultural alignments, trails, and the division and realignment of traditional community-based land units (ahupua‘a). Additional studies have documented the spatial expressions and significance of religious structures (heiau) in relation to these land-units. In this analysis we build on these previous studies by investigating the inter-visibility of heiau. We document shifts in the construction of heiau whereby decreases in the number of structures through time led to a concomitant increase in size and total viewshed breadth. Newly constructed heiau were built to command large viewsheds while taking into account the location and views of pre-existing religious features. These changing patterns reflect ideological shifts and the materialization of production management instrumental in chiefly and religious control.",1/08/2015,22/06/2022 23:46,22/06/2022 23:46,,21-40,,,6,,Journal of Pacific Archaeology,"Location, Location, Location",,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Natasha-Phillips-3/publication/319392425_Location_Location_Location_A_viewshed_analysis_of_heiau_spatial_and_temporal_relationships_in_leeward_Kohala_Hawai'i/links/60135e9c299bf1b33e30c8f7/Location-Location-Location-A-viewshed-analysis-of-heiau-spatial-and-temporal-relationships-in-leeward-Kohala-Hawaii.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
